Feature,Importance
ROI103_ROI144,0.00015646951011238434
ROI143_ROI194,0.00015641518067530772
ROI40_ROI108,0.0001561235886337611
ROI16_ROI138,0.00015603396492807063
ROI81_ROI163,0.0001558078824327452
ROI27_ROI79,0.0001555181118078725
ROI119_ROI156,0.00015543977573539075
ROI109_ROI123,0.00015531707109794112
ROI172_ROI183,0.00015531455932058858
ROI79_ROI80,0.00015524683489550852
ROI27_ROI191,0.00015516194263478087
ROI46_ROI124,0.0001551248237629241
ROI37_ROI162,0.00015493903720637463
ROI43_ROI127,0.00015487791337083203
ROI10_ROI52,0.00015482310089044843
ROI51_ROI188,0.00015477199434990507
ROI4_ROI173,0.00015448019663182277
ROI17_ROI75,0.00015446849314254318
ROI66_ROI147,0.00015440862646496096
ROI41_ROI151,0.0001542710574136284
ROI83_ROI183,0.00015423459014109265
ROI43_ROI55,0.00015418337269632723
ROI36_ROI154,0.00015406856348010314
ROI1_ROI174,0.0001540626013204783
ROI149_ROI152,0.00015395132945347122
ROI127_ROI185,0.00015362583487232826
ROI123_ROI188,0.00015350826533280055
ROI14_ROI140,0.00015344508184068778
ROI40_ROI145,0.00015331142096825255
ROI39_ROI124,0.0001532354883492166
ROI13_ROI60,0.0001532268874693622
ROI163_ROI192,0.0001532059226176152
ROI74_ROI192,0.00015318499379216898
ROI119_ROI166,0.00015306654652156895
ROI25_ROI117,0.00015305071739661453
ROI39_ROI67,0.0001529375369191523
ROI178_ROI191,0.00015292110279503134
ROI53_ROI100,0.00015283824984720808
ROI9_ROI183,0.00015267055986077996
ROI93_ROI181,0.0001526146220701674
ROI88_ROI159,0.00015259445033112646
ROI5_ROI28,0.0001525724796730814
ROI44_ROI120,0.00015244472169470628
ROI80_ROI100,0.00015231559278645364
ROI70_ROI124,0.00015224366666518596
ROI68_ROI75,0.00015212382517532368
ROI50_ROI61,0.00015208631252632015
ROI79_ROI128,0.0001519136016518898
ROI41_ROI88,0.00015191054236603704
ROI12_ROI123,0.00015171445039133282
ROI111_ROI180,0.00015157520540941198
ROI44_ROI116,0.0001515699794364798
ROI47_ROI121,0.00015148368281317463
ROI69_ROI193,0.00015124853639445797
ROI93_ROI184,0.00015121793779145025
ROI34_ROI189,0.00015116154872368286
ROI123_ROI150,0.00015111830054068506
ROI6_ROI110,0.00015106243259666523
ROI8_ROI174,0.00015104546680524608
ROI82_ROI125,0.00015094141413097718
